№ строки	Название	Адрес	Дата начала строительства	Дата окончания строительства
1144	Ремонт фасадов ЦАО и исторической часть города	Бронная Малая ул., д.30/1	02.07.2012	31.12.2012
1145	Ремонт фасадов ЦАО и исторической часть города	Новинский б-р, д.11, стр.1	29.06.2012	31.12.2012
1146	Лифты	Зеленоградская ул., д.19	17.07.2012	31.12.2012
1147	Ремонт фасадов ЦАО и исторической часть города	Спиридоновка ул., д.34, стр.2	28.06.2012	31.12.2012
1148	Ремонт фасадов ЦАО и исторической часть города	Калашный пер., д.2/10	02.07.2012	31.12.2012
1149	Лифты	Севанская ул., д.25/31	10.04.2012	31.12.2012
1150	Капитальный ремонт	Кавказский б-р, д.39, к.2	17.05.2012	31.12.2012
1151	Лифты	Липецкая ул., д.36/20	12.04.2012	31.12.2012
1152	Лифты	Лебедянская ул., д.23	08.12.2011	31.12.2012
1153	Лифты	Лебедянская ул., д.23	06.12.2011	31.12.2012
1154	Ремонт фасадов ЦАО и исторической часть города	Макаренко ул., д.2/21, стр.1	28.06.2012	31.12.2012
1155	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.16, стр.1	28.06.2012	31.12.2012
1156	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.26, стр.2	02.07.2012	31.12.2012
1157	Ремонт фасадов ЦАО и исторической часть города	Казарменный пер., д.8, стр.2	22.06.2012	31.12.2012
1158	Ремонт фасадов ЦАО и исторической часть города	Маросейка ул., д.13, стр.2	28.06.2012	31.12.2012
1159	Лифты	Солянка ул., д.1/2, стр.1	11.07.2012	31.12.2012
1160	Ремонт фасадов ЦАО и исторической часть города	Солянка ул., д.1/2, стр.1	27.06.2012	31.12.2012
1161	Лифты	Кронштадтский б-р, д.30, к.4	13.04.2012	31.12.2012
1162	Лифты	Чусовская ул., д.6, к.2	12.04.2012	31.12.2012
1163	Лифты	Первомайская Верхняя ул., д.20	12.04.2012	31.12.2012
1164	Лифты	Юных Ленинцев ул., д.18, к.2	12.04.2012	31.12.2012
1165	Лифты	Саратовская ул., д.1, к.2	10.04.2012	31.12.2012
1166	Лифты	Хачатуряна ул., д.4	10.04.2012	31.12.2012
1167	Подъемные платформы и работы по ММГН	Варшавское ш., д.144, к.2	20.07.2012	31.12.2012
1168	Лифты	Карачаровский 2-й пр., д.2	10.04.2012	31.12.2012
1169	Лифты	Новаторов ул. д.34 к.5	12.04.2012	31.12.2012
1170	Лифты	Энергетическая ул., д.12, к.1	23.07.2012	31.12.2012
1171	Лифты	Сущёвский Вал ул., д.14/22, к.2	12.04.2012	31.12.2012
1172	Лифты	Советской Армии ул., д.17/52	30.07.2012	31.12.2012
1173	Лифты	Героев-Панфиловцев ул., д.37, к.1	08.12.2011	31.12.2012
1174	Лифты	Олимпийский просп., д.30	11.07.2012	31.12.2012
1175	Ремонт фасадов ЦАО и исторической часть города	Трубная ул., д.29, стр.1	28.06.2012	31.12.2012
1176	Ремонт фасадов ЦАО и исторической часть города	Сухаревский Большой пер., д.6/8	28.06.2012	31.12.2012
1177	Ремонт фасадов ЦАО и исторической часть города	Сергиевский Большой пер., д.18	28.06.2012	31.12.2012
1178	Ремонт фасадов ЦАО и исторической часть города	Даев пер., д.22	26.06.2012	31.12.2012
1179	Подъемные платформы и работы по ММГН	Красного Маяка ул., д.16б	20.07.2012	31.12.2012
1180	Лифты	Чертановская ул., д.31, к.1	23.07.2012	31.12.2012
1181	Лифты	Востряковский пр., д.15, к.5	10.04.2012	31.12.2012
1182	Лифты	Енисейская ул., д.33	12.04.2012	31.12.2012
1183	Лифты	Енисейская ул., д.33	30.07.2012	31.12.2012
1184	Лифты	Остроумовская Малая ул., д.1б	10.04.2012	31.12.2012
1185	Лифты	Пугачёвская 2-я ул., д.10, к.1	12.04.2012	31.12.2012
1186	Лифты	Сокольнический Вал ул., д.24, к.3	19.07.2012	31.12.2012
1187	Лифты	Шарикоподшипниковская ул., д.6/14	12.04.2012	31.12.2012
1188	Лифты	Новочеркасский б-р, д.11	23.07.2012	31.12.2012
1189	Лифты	Борисовский пр., д.36, к.3	10.04.2012	31.12.2012
1190	Лифты	Маршала Голованова ул., д.18	23.07.2012	31.12.2012
1191	Лифты	Маршала Голованова ул., д.18	10.04.2012	31.12.2012
1192	Подъемные платформы и работы по ММГН	Бирюлёвская ул., д.47, к.1	18.07.2012	31.12.2012
1193	Лифты	Маршала Бирюзова ул., д.10, к.1	10.04.2012	31.12.2012
1194	Лифты	Тёплый Стан ул. д.5 к.1	12.04.2012	31.12.2012
1195	Лифты	Земледельческий пер., д.3	12.04.2012	31.12.2012
1196	Фасады с облегченной кладкой	Петрозаводская ул., д.8	19.08.2012	31.12.2012
1197	Лифты	Ботанический пер., д.12	11.07.2012	31.12.2012
1198	Ремонт фасадов ЦАО и исторической часть города	Бронная Малая ул., д.20а	02.07.2012	31.12.2012
1199	Ремонт фасадов ЦАО и исторической часть города	Спиридоньевский пер., д.10а	02.07.2012	31.12.2012
1200	Ремонт фасадов ЦАО и исторической часть города	Гоголевский б-р, д.8, стр.1	28.06.2012	31.12.2012
1201	Ремонт фасадов ЦАО и исторической часть города	Знаменский Малый пер., д.7/10, стр.2	28.06.2012	31.12.2012
1202	Ремонт фасадов ЦАО и исторической часть города	Староконюшенный пер., д.5/14	28.06.2012	31.12.2012
1203	Фасады с облегченной кладкой	Зоологическая ул., д.28, к.2	20.07.2012	31.12.2012
1204	Фасады с облегченной кладкой	Климашкина ул., д.19	20.07.2012	31.12.2012
1205	Ремонт фасадов ЦАО и исторической часть города	Плотников пер., д.6/8	26.06.2012	31.12.2012
1206	Ремонт фасадов ЦАО и исторической часть города	Плотников пер., д.2/8	26.06.2012	31.12.2012
1207	Фасады с облегченной кладкой	Зоологическая ул., д.4	20.07.2012	31.12.2012
1208	Ремонт фасадов ЦАО и исторической часть города	Уланский пер., д.19	26.06.2012	31.12.2012
1209	Ремонт фасадов ЦАО и исторической часть города	Земляной Вал ул., д.1/4, стр.1	01.06.2012	27.08.2012
1210	Лифты	Новослободская ул., д.62, к.17	12.04.2012	31.12.2012
1211	Лифты	Новолесная ул., д.18, к.1	10.04.2012	31.12.2012
1212	Ремонт фасадов ЦАО и исторической часть города	Жуковского ул., д.19/7, стр.1	28.06.2012	31.12.2012
1213	Лифты	Каширское ш., д.84, к.1	07.08.2012	31.12.2012
1214	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.7	28.06.2012	31.12.2012
1215	Лифты	Мусы Джалиля ул., д.17, к.2	23.07.2012	31.12.2012
1216	Лифты	Коломенский пр., д.14, к.1	08.12.2011	31.12.2012
1217	Лифты	Коломенский пр., д.14, к.1	06.12.2011	31.12.2012
1218	Лифты	Короленко ул., д.4/14	12.04.2012	31.12.2012
1219	Лифты	Старослободская ул., д.16/17	12.04.2012	31.12.2012
1220	Лифты	Университетский просп., д.21, к.3	10.04.2012	31.12.2012
1221	Ремонт фасадов ЦАО и исторической часть города	Цветной б-р, д.21, стр.1	28.06.2012	31.12.2012
1222	Лифты	Таганская ул., д.31/22	12.04.2012	31.12.2012
1223	Лифты	Таганская ул., д.31/22	11.07.2012	31.12.2012
1224	Лифты	Остроумовская Малая ул., д.1/10	10.04.2012	31.12.2012
1225	Лифты	Волгоградский просп., д.145/8	10.04.2012	31.12.2012
1226	Лифты	Стройковская ул., д.12, к.2	11.07.2012	31.12.2012
1227	Лифты	Хромова ул., д.7/1	12.04.2012	31.12.2012
1228	Ремонт фасадов ЦАО и исторической часть города	Старый Толмачёвский пер., д.17, стр.1	27.06.2012	31.12.2012
1229	Лифты	Рассказовская ул., д.26	23.07.2012	31.12.2012
1230	Лифты	Винницкая ул., д.5	23.07.2012	31.12.2012
1231	Лифты	Мичуринский Проспект, Олимпийская Деревня ул., д.20	23.07.2012	31.12.2012
1232	Лифты	Вернадского просп., д.113	23.07.2012	31.12.2012
1233	Лифты	Напрудная 1-я ул., д.3	12.04.2012	31.12.2012
1234	Лифты	Стартовая ул., д.33	06.12.2011	31.12.2012
1235	Капитальный ремонт	Минусинская ул., д.8	16.07.2012	31.12.2012
1236	Лифты	Заповедная ул., д.6	30.07.2012	31.12.2012
1237	Лифты	Заповедная ул., д.10	13.04.2012	31.12.2012
1238	Лифты	Шокальского пр., д.2а	08.12.2011	31.12.2012
1239	Адаптация квартиры	Востряковский пр., д.21, к.1	16.07.2012	31.12.2012
1240	Подъемные платформы и работы по ММГН	Востряковский пр., д.21, к.1	20.07.2012	31.12.2012
1241	Лифты	Сумской пр., д.12, к.2	12.04.2012	31.12.2012
1242	Лифты	Сумской пр., д.12, к.4	23.07.2012	31.12.2012
1243	Лифты	Кировоградская ул., д.6, к.1	07.08.2012	31.12.2012
1244	Лифты	Дорожный 3-й пр., д.7, к.2	12.04.2012	31.12.2012
1245	Лифты	Дорожный 3-й пр., д.7, к.2	07.08.2012	31.12.2012
1246	Лифты	Дорожная ул., д.20, к.3	12.04.2012	31.12.2012
1247	Лифты	Подольская ул., д.27, к.3	12.04.2012	31.12.2012
1248	Лифты	Новочеркасский б-р, д.8	12.04.2012	31.12.2012
1249	Лифты	Кировоградская ул., д.20, к.1	10.04.2012	31.12.2012
1250	Лифты	Батайский пр., д.13	23.07.2012	31.12.2012
1251	Лифты	Донецкая ул., д.4	23.07.2012	31.12.2012
1252	Лифты	Батайский пр., д.27	23.07.2012	31.12.2012
1253	Лифты	Новочеркасский б-р, д.15	23.07.2012	31.12.2012
1254	Лифты	Маршала Голованова ул., д.16	10.04.2012	31.12.2012
1255	Лифты	Маршала Голованова ул., д.16	23.07.2012	31.12.2012
1256	Лифты	Малышева ул., д.3	23.07.2012	31.12.2012
1257	Лифты	Новоостаповская ул., д.6	12.04.2012	31.12.2012
1258	Лифты	Каховка ул. д.10/12 к.2	12.04.2012	31.12.2012
1259	Лифты	Болотниковская ул. д.38 к.5	11.07.2012	31.12.2012
1260	Лифты	Болотниковская ул. д.38 к.6	11.07.2012	31.12.2012
1261	Лифты	Сивашская ул. д.4 к.4	12.04.2012	31.12.2012
1262	Лифты	Сивашская ул. д.4 к.4	17.07.2012	31.12.2012
1263	Лифты	Азовская ул. д.7 к.2	11.07.2012	31.12.2012
1264	Лифты	Азовская ул. д.7 к.2	12.04.2012	31.12.2012
1265	Лифты	Академика Пилюгина ул. д.14 к.1	12.04.2012	31.12.2012
1266	Лифты	Академика Варги ул. д.26	11.07.2012	31.12.2012
1267	Лифты	Тёплый Стан ул. д.11 к.2	17.07.2012	31.12.2012
1268	Лифты	Одоевского пр. д.7 к.6	12.04.2012	31.12.2012
1269	Лифты	Голубинская ул. д.29 к.3	11.07.2012	31.12.2012
1270	Лифты	Тёплый Стан ул. д.8	12.04.2012	31.12.2012
1271	Лифты	Тёплый Стан ул. д.8	17.07.2012	31.12.2012
1272	Лифты	Тёплый Стан ул. д.15 к.1	12.04.2012	31.12.2012
1273	Капитальный ремонт	Коровинское ш., д.19, к.1	05.10.2011	31.12.2012
1274	Лифты	Голубинская ул. д.25 к.2	12.04.2012	31.12.2012
1275	Подъемные платформы и работы по ММГН	Новомарьинская ул., д.19	20.07.2012	27.07.2012
1276	Подъемные платформы и работы по ММГН	Осенняя ул., д.30	09.08.2012	31.12.2012
1277	Лифты	Верхоянская ул., д.6, к.1	12.04.2012	31.12.2012
1278	АУУ / УУТЭ	Металлургов ул., д.23а	09.08.2012	31.12.2012
1279	Подъемные платформы и работы по ММГН	Академика Янгеля ул., д.8	20.07.2012	31.12.2012
1280	Лифты	Каширское ш., д.92, к.3, стр.2	07.08.2012	31.12.2012
1281	Лифты	Серафимовича ул., д.2	12.04.2012	31.12.2012
1282	Ремонт фасадов ЦАО и исторической часть города	Серафимовича ул., д.2	10.08.2012	31.12.2012
1283	Лифты	Серафимовича ул., д.2	11.07.2012	31.12.2012
1284	Лифты	Новоясеневский просп. д.12 к.3	11.07.2012	31.12.2012
1285	Лифты	Новоясеневский просп. д.12 к.3	12.04.2012	31.12.2012
1286	Лифты	Строгинский б-р, д.17, к.1	19.07.2012	31.12.2012
1287	Лифты	Неманский пр., д.7, к.1	19.07.2012	31.12.2012
1288	Ремонт фасадов ЦАО и исторической часть города	Чистопрудный б-р, д.1а	26.06.2012	31.12.2012
1289	Лифты	Маршала Катукова ул., д.6, к.2	19.07.2012	31.12.2012
1290	Лифты	Маршала Василевского ул., д.5, к.1	10.04.2012	31.12.2012
1291	Лифты	Елецкая ул., д.13	10.04.2012	31.12.2012
1292	Лифты	Коломенская наб., д.6	12.04.2012	31.12.2012
1293	Лифты	Паустовского ул. д.4	17.07.2012	31.12.2012
1294	Лифты	Профсоюзная ул. д.156 к.3	17.07.2012	31.12.2012
1295	Лифты	Профсоюзная ул. д.136 к.4	12.04.2012	31.12.2012
1296	Лифты	Профсоюзная ул. д.136 к.4	17.07.2012	31.12.2012
1297	Лифты	Соловьиный пр. д.4 к.1	17.07.2012	31.12.2012
1298	Лифты	Маршала Бирюзова ул., д.7	10.04.2012	31.12.2012
1299	Лифты	Ленинский просп. д.135 к.3	12.04.2012	31.12.2012
1300	Лифты	Бакинских Комиссаров 26-ти ул., д.3, к.3	23.07.2012	31.12.2012
1301	Лифты	Неманский пр., д.11	19.07.2012	31.12.2012
1302	Лифты	Маршала Катукова ул., д.13, к.2	19.07.2012	31.12.2012
1303	Лифты	Маршала Катукова ул., д.13, к.3	19.07.2012	31.12.2012
1304	Подъемные платформы и работы по ММГН	Маршала Катукова ул., д.19, к.2	20.07.2012	31.12.2012
1305	Подъемные платформы и работы по ММГН	Зеленоград г., к.106	23.07.2012	31.12.2012
1306	Подъемные платформы и работы по ММГН	Таллинская ул., д.8, к.1	20.07.2012	31.12.2012
1307	Лифты	Филёвский б-р, д.8	06.12.2011	31.12.2012
1308	Лифты	Ленинский просп. д.135 к.4	12.04.2012	31.12.2012
1309	Лифты	Голубинская ул. д.25 к.1	12.04.2012	31.12.2012
1310	Лифты	Кутузовский просп., д.23	10.04.2012	31.12.2012
1311	Ремонт фасадов ЦАО и исторической часть города	Цветной б-р, д.24/2	28.06.2012	31.12.2012
1312	Фасады с облегченной кладкой	Академическая Большая ул., д.67	19.07.2012	31.12.2012
1313	Ремонт фасадов ЦАО и исторической часть города	Полянка Большая ул., д.33/41, к.4	27.06.2012	31.12.2012
1314	Лифты	Новоясеневский просп. д.14 к.2 с.г	11.07.2012	31.12.2012
1315	Лифты	Новоясеневский просп. д.14 к.2 с.в	11.07.2012	31.12.2012
1316	Лифты	Новоясеневский просп. д.14 к.2 с.а	11.07.2012	31.12.2012
1317	Лифты	Симферопольский б-р, д.9а	12.04.2012	31.12.2012
1318	Лифты	Смоленский 1-й пер., д.9	12.04.2012	31.12.2012
1319	Лифты	Инессы Арманд ул. д.4/2 к.2	12.04.2012	31.12.2012
1320	Лифты	Миклухо-Маклая ул. д.29	12.04.2012	31.12.2012
1321	Лифты	Юрловский пр., д.27а, к.10	10.04.2012	31.12.2012
1322	Лифты	Ярославское ш., д.20, к.1	10.04.2012	31.12.2012
1323	Лифты	Дениса Давыдова ул., д.6	23.07.2012	31.12.2012
1324	Лифты	Дениса Давыдова ул., д.6	12.04.2012	31.12.2012
1325	Лифты	Сеславинская ул., д.32, к.1	12.04.2012	31.12.2012
1326	Лифты	Старый Петровско-Разумовский пр., д.6/8, к.3	13.04.2012	31.12.2012
1327	Лифты	Нагатинская ул., д.70	10.04.2012	31.12.2012
1328	Лифты	Симферопольский б-р, д.19, к.2	10.04.2012	31.12.2012
1329	Лифты	Академика Янгеля ул., д.6а	10.04.2012	31.12.2012
1330	Лифты	Полбина ул., д.2	10.04.2012	31.12.2012
1331	Ремонт фасадов ЦАО и исторической часть города	Сухаревский Большой пер., д.5, стр.3	26.06.2012	31.12.2012
1332	Ремонт фасадов ЦАО и исторической часть города	Новинский б-р, д.25, с.10	29.06.2012	31.12.2012
1333	Лифты	Бронная Малая ул., д.21/13	11.07.2012	31.12.2012
1334	Ремонт фасадов ЦАО и исторической часть города	Сергиевский Большой пер., д.19/22, с.1	28.06.2012	31.12.2012
1335	Лифты	Зубовский б-р, д.31/33	11.07.2012	31.12.2012
1336	Лифты	Тимура Фрунзе ул., д.34	11.07.2012	31.12.2012
1337	Лифты	Языковский пер., д.4а	11.07.2012	31.12.2012
1338	Лифты	Дербеневская ул., д.1/2	07.08.2012	31.12.2012
1339	Лифты	Днепропетровская ул., д.39 к.1	07.08.2012	31.12.2012
1340	Лифты	Каширское ш., д.92, к.3, стр.1	07.08.2012	31.12.2012
1341	Лифты	Вавилова ул. д.31	11.07.2012	31.12.2012
1342	Лифты	Челябинская ул., д.7 к.1	19.07.2012	31.12.2012
1343	Ремонт фасадов ЦАО и исторической часть города	Денежный пер., д.8-10	26.06.2012	31.12.2012
1344	Лифты	Вспольный пер., д.16 с.2	11.07.2012	31.12.2012
1345	Лифты	Мичуринский просп., д.48 к.1	23.07.2012	31.12.2012
1346	Лифты	Загородное ш., д.8 к.в	07.08.2012	31.12.2012
1347	Лифты	Инессы Арманд ул. д.4/1	11.07.2012	31.12.2012
1348	Ремонт фасадов ЦАО и исторической часть города	Газетный пер., д.13-15	21.06.2012	31.12.2012
1349	Ремонт фасадов ЦАО и исторической часть города	Садовая-Кудринская ул., д.28/30 с.1	28.06.2012	31.12.2012
1350	Ремонт фасадов ЦАО и исторической часть города	Харитоньевский Большой пер., д.16-18	28.06.2012	31.12.2012
1351	Подъемные платформы и работы по ММГН	Новокуркинское ш., д.35 к.1	20.07.2012	31.12.2012
1352	Подъемные платформы и работы по ММГН	Велозаводская ул., д.6 к.а	20.07.2012	31.12.2012
1353	Капитальный ремонт	Хованская ул., д.3, к.2А	15.08.2012	31.12.2012
1354	Капитальный ремонт	Зубовский б-р, д.2 стр.1	26.09.2012	31.12.2012
1355	Лифты	Вильнюсская ул. д.4	11.07.2012	31.12.2012
1356	Лифты	Паустовского ул. д.3	12.04.2012	31.12.2012
1357	Лифты	Дубнинская ул., д.24, к.3	12.04.2012	31.12.2012
1358	Лифты	Чечулина ул., д.4 к.1	19.07.2012	31.12.2012
1359	Лифты	Федоскинская ул., д.7 к.1	30.07.2012	31.12.2012
1360	Лифты	Юрловский пр., д.27б	30.07.2012	31.12.2012
1361	Лифты	Героев-Панфиловцев ул., д.51, к.1	19.07.2012	31.12.2012
1362	Лифты	Свободы ул., д.81, к.4	19.07.2012	31.12.2012
1363	Лифты	Бронная Большая ул., д.19	11.07.2012	31.12.2012
1364	Ремонт фасадов ЦАО и исторической часть города	Богословский пер., д.3, стр.1	27.06.2012	31.12.2012
1365	Ремонт фасадов ЦАО и исторической часть города	Пушкарев пер., д.21/24	02.07.2012	31.12.2012
1366	Ремонт фасадов ЦАО и исторической часть города	Бронная М. ул., д.22, стр.1	02.07.2012	31.12.2012
1367	Ремонт фасадов ЦАО и исторической часть города	Бронная М. ул., д.22, стр.2	02.07.2012	31.12.2012
1368	Ремонт фасадов ЦАО и исторической часть города	Бронная М. ул., д.27/14, стр.1	02.07.2012	31.12.2012
1369	Ремонт фасадов ЦАО и исторической часть города	Бронная М. ул., д.31/13, стр.3	28.06.2012	31.12.2012
1370	Ремонт фасадов ЦАО и исторической часть города	Бронная М. ул., д.31/13, стр.4	28.06.2012	31.12.2012
1371	Ремонт фасадов ЦАО и исторической часть города	Вспольный пер., д.14, стр.2	28.06.2012	31.12.2012
1372	Ремонт фасадов ЦАО и исторической часть города	Гранатный пер., д.2/9, стр.1	28.06.2012	31.12.2012
1373	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.11, стр.4	28.06.2012	31.12.2012
1374	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.22, к.1	17.07.2012	31.12.2012
1375	Ремонт фасадов ЦАО и исторической часть города	Гранатный пер., д.2/9, стр.2	28.06.2012	31.12.2012
1376	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.10/7, стр.1	28.06.2012	31.12.2012
1377	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.18а, стр.1	28.06.2012	31.12.2012
1378	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.19, стр.1	28.06.2012	31.12.2012
1379	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.4, стр.1	28.06.2012	31.12.2012
1380	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.6, стр.1	28.06.2012	31.12.2012
1381	Ремонт фасадов ЦАО и исторической часть города	Козихинский Б. пер., д.23, стр.1	28.06.2012	31.12.2012
1382	Ремонт фасадов ЦАО и исторической часть города	Поварская ул., д.20, стр. 1	02.07.2012	31.12.2012
1383	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.28/20, стр.2	02.07.2012	31.12.2012
1384	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.24, стр.1	02.07.2012	31.12.2012
1385	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.22, стр.1	02.07.2012	31.12.2012
1386	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.21, стр.1	02.07.2012	31.12.2012
1387	Ремонт фасадов ЦАО и исторической часть города	Огородная Слобода пер., д.1/3, стр.1	26.06.2012	31.12.2012
1388	Ремонт фасадов ЦАО и исторической часть города	Покровка ул., д.35/17, стр.1	28.06.2012	31.12.2012
1389	Ремонт фасадов ЦАО и исторической часть города	Потаповский пер., д.10, стр.1	28.06.2012	31.12.2012
1390	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.10, стр.1	28.06.2012	31.12.2012
1391	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.20, стр.1	28.06.2012	31.12.2012
1392	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.24, стр.1	28.06.2012	31.12.2012
1393	Ремонт фасадов ЦАО и исторической часть города	Харитоньевский Б. пер., д.10/2, стр.2	28.06.2012	31.12.2012
1394	Ремонт фасадов ЦАО и исторической часть города	Харитоньевский М. пер., д.7/8, стр.4	28.06.2012	31.12.2012
1395	Ремонт фасадов ЦАО и исторической часть города	Сретенский бул. д.6/1 стр.2	27.06.2012	31.12.2012
1396	Ремонт фасадов ЦАО и исторической часть города	Козловский Б. пер., д.7, стр.3	28.06.2012	31.12.2012
1397	Ремонт фасадов ЦАО и исторической часть города	Козловский Б. пер., д.8, стр.9	28.06.2012	31.12.2012
1398	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.3, стр.1	28.06.2012	31.12.2012
1399	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.5, стр.1	28.06.2012	31.12.2012
1400	Ремонт фасадов ЦАО и исторической часть города	Чистопрудный б-р, д.10, стр.1	28.06.2012	31.12.2012
1401	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.30, стр.1	28.06.2012	31.12.2012
1402	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.31, стр.1	28.06.2012	31.12.2012
1403	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.38/2, стр.2	27.06.2012	31.12.2012
1404	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.43, стр.1	28.06.2012	31.12.2012
1405	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.45, стр.1	27.06.2012	31.12.2012
1406	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.29, к.1	28.06.2012	31.12.2012
1407	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.47, стр.1	27.06.2012	31.12.2012
1408	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.49, стр.1	28.06.2012	31.12.2012
1409	Ремонт фасадов ЦАО и исторической часть города	Молчановка Б. ул., д.17, стр. 2	27.06.2012	31.12.2012
1410	Ремонт фасадов ЦАО и исторической часть города	Новинский б-р, д. 16, стр. 3	28.06.2012	31.12.2012
1411	Ремонт фасадов ЦАО и исторической часть города	Молчановка Б. ул., д. 30/1, стр. 1	27.06.2012	31.12.2012
1412	Ремонт фасадов ЦАО и исторической часть города	Кривоарбатский пер., д.21/20	28.06.2012	31.12.2012
1413	Ремонт фасадов ЦАО и исторической часть города	Серебряный пер., д.5, стр.4	02.07.2012	31.12.2012
1414	Ремонт фасадов ЦАО и исторической часть города	Староконюшенный пер., д.33, стр.1	28.06.2012	31.12.2012
1415	Ремонт фасадов ЦАО и исторической часть города	Лубянка М. ул., д.16/11	27.06.2012	31.12.2012
1416	Ремонт фасадов ЦАО и исторической часть города	Милютинский пер., д.19/4, стр.2	27.06.2012	31.12.2012
1417	Ремонт фасадов ЦАО и исторической часть города	Афанасьевский Б. пер., д. 15, стр. 1	29.06.2012	31.12.2012
1418	Подъемные платформы и работы по ММГН	Коровинское ш., д.5, к.2	20.07.2012	31.12.2012
1419	Фасады с облегченной кладкой	Дыбенко ул., д.16, к.1	19.07.2012	31.12.2012
1420	Фасады с облегченной кладкой	Дыбенко ул., д.14, к.2	19.07.2012	31.12.2012
1421	Фасады с облегченной кладкой	Байкальская ул., д.18, к.1	19.08.2012	31.12.2012
1422	Лифты	Котельническая наб., д.1/15 к.А	12.04.2012	31.12.2012
1423	Лифты	Лесная ул., д.10-16	12.04.2012	31.12.2012
1424	Лифты	Крестовский 2-й пер., д.8	11.07.2012	31.12.2012
1425	Ремонт фасадов ЦАО и исторической часть города	Волхонка ул., д.9, стр.2	02.07.2012	31.12.2012
1426	Ремонт фасадов ЦАО и исторической часть города	Остоженка ул., д.3/14 с.1	28.06.2012	31.12.2012
1427	Ремонт фасадов ЦАО и исторической часть города	Новый Арбат ул., д.25 с.1	29.06.2012	31.12.2012
1428	Ремонт фасадов ЦАО и исторической часть города	Серафимовича ул., д.5/16 к.1	27.06.2012	31.12.2012
1429	Ремонт фасадов ЦАО и исторической часть города	Тверская-Ямская 1-я ул., д.36 с.1	02.07.2012	31.12.2012
1430	Ремонт фасадов ЦАО и исторической часть города	Новая Басманная ул., д.28 с.1	26.06.2012	31.12.2012
1431	Ремонт фасадов ЦАО и исторической часть города	Старая Басманная ул., д.20 с.1	26.06.2012	31.12.2012
1432	Ремонт фасадов ЦАО и исторической часть города	Волхонка ул., д.5/6, стр.9-9а	02.07.2012	31.12.2012
1433	АУУ / УУТЭ	Бутырская ул., д.84	09.08.2012	31.12.2012
1434	АУУ / УУТЭ	Воронцовская ул., д.21	09.08.2012	31.12.2012
1435	АУУ / УУТЭ	Гороховский пер., д.5 с.11	09.08.2012	31.12.2012
1436	АУУ / УУТЭ	Филёвская Большая ул., д.57 с.1	09.08.2012	31.12.2012
1437	АУУ / УУТЭ	Симферопольский б-р д.16 с.1	09.08.2012	31.12.2012
1438	АУУ / УУТЭ	Дмитровское ш., д.115 к.1	09.08.2012	31.12.2012
1439	АУУ / УУТЭ	Онежская ул., д.9/4 к.а	09.08.2012	31.12.2012
1440	АУУ / УУТЭ	Рязанский просп., д.77/2	09.08.2012	31.12.2012
1441	Лифты	Красностуденческий пр., д.1	10.04.2012	31.12.2012
1442	АУУ / УУТЭ	Плещеева ул., д.7б	09.08.2012	31.12.2012
1443	Лифты	Сокольнический Вал ул., д.48 с.1	19.07.2012	31.12.2012
1444	Лифты	Таллинская ул., д.13, к.2	10.04.2012	31.12.2012
1445	Лифты	Кулакова ул., д.1, к.2	10.04.2012	31.12.2012
1446	Лифты	Строгинский б-р, д.26, к.2	15.12.2011	31.12.2012
1447	Капитальный ремонт	Академика Павлова ул., д.27, к.1	29.11.2011	31.12.2012
1448	Ремонт фасадов ЦАО и исторической часть города	Поварская ул., д.18, стр. 3	02.07.2012	31.12.2012
1449	Ремонт фасадов ЦАО и исторической часть города	Знаменка ул., д.13/15, стр.4	28.06.2012	31.12.2012
1450	Ремонт фасадов ЦАО и исторической часть города	Померанцев пер., д.10/12	28.06.2012	31.12.2012
