№ строки	Название объекта ремонта	Адрес	Дата начала работ	Дата окончания работ
708	Лифты	Зелёный просп., д.66, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
709	Лифты	Сапёрный пр., д.9	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
710	Лифты	Вешняковская ул., д.22, к.1	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
711	Подъемные платформы и работы по ММГН	Ангелов пер., д.6	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
712	Лифты	Кулакова ул., д.11, к.2	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
713	Лифты	Сколковское ш., д.26, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
714	Лифты	Яна Райниса б-р, д.12	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
715	Лифты	Яна Райниса б-р, д.12	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
716	Лифты	Маршала Тухачевского ул., д.50, к.2	2011-12-15 04:00:00.0	2012-12-31 04:00:00.0
717	Лифты	Бакинских Комиссаров 26-ти ул., д.7, к.3	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
718	Лифты	Бакинских Комиссаров 26-ти ул., д.3, к.1	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
719	Лифты	Коровинское ш., д.9, к.1	2011-12-07 04:00:00.0	2012-12-31 04:00:00.0
720	Лифты	Дежнёва пр., д.38	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
721	Лифты	Полбина ул., д.4	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
722	Лифты	Карельский б-р, д.8, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
723	Лифты	Академика Варги ул. д.22	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
724	Лифты	Дубнинская ул., д.44, к.1	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
725	Лифты	Стартовая ул., д.27, к.1	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
726	Лифты	Челябинская ул., д.11, к.1	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
727	Подъемные платформы и работы по ММГН	Академика Анохина ул., д.13	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
728	Лифты	Островитянова ул. д.19/22	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
729	Фасады с облегченной кладкой	Зоологическая ул., д.22	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
730	Утепление фасадов	Медиков ул., д.22, к.3, стр.1	2011-11-17 04:00:00.0	2011-12-31 04:00:00.0
731	Лифты	Автозаводский 2-й пр., д.3а	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
732	Лифты	Фрунзенская 3-я ул., д.4	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
733	Лифты	Лихачёвский 3-й пер., д.5, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
734	АУУ / УУТЭ	Коптевский Большой пр., д.4	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
735	Подъемные платформы и работы по ММГН	Кировоградская ул., д.42, к.1	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
736	Лифты	Миклухо-Маклая ул. д.27 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
737	Лифты	Академика Анохина ул., д.38, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
738	Лифты	Николоямский пер., д.3а, к.4	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
739	Лифты	Таганская ул., д.44	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
740	Реконструкция наружнего газопровода	Шарикоподшипниковская ул., д.9	2012-05-21 04:00:00.0	2012-12-31 04:00:00.0
741	Лифты	Шарикоподшипниковская ул., д.9	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
742	Лифты	Шарикоподшипниковская ул., д.9	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
743	Лифты	Каширское ш., д.80, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
744	Лифты	Новочеркасский б-р, д.9	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
745	Подъемные платформы и работы по ММГН	Бирюлёвская ул., д.53/1	2012-07-18 04:00:00.0	2012-12-31 04:00:00.0
746	Лифты	Бирюлёвская ул., д.55	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
747	Лифты	Липецкая ул., д.40	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
748	Лифты	Липецкая ул., д.7, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
749	Лифты	Рязанский просп., д.33	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
750	Лифты	Раменки ул., д.16	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
751	Лифты	Вернадского просп., д.117	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
752	Лифты	Абрамцевская ул., д.3	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
753	Лифты	Путевой пр., д.40, к.3	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
754	Лифты	Путевой пр., д.40, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
755	Лифты	Абрамцевская ул., д.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
756	Лифты	Новопетровская ул., д.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
757	Лифты	Лихоборские Бугры ул., д.8	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
758	Подъемные платформы и работы по ММГН	Красностуденческий пр., д.2	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
759	Лифты	Вятский 4-й пер., д.21	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
760	Лифты	Хорошёвское ш., д.64, к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
761	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.24	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
762	Ремонт фасадов ЦАО и исторической часть города	Ростовская наб., д.5	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
763	Лифты	Кравченко ул. д.8	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
764	Лифты	Кравченко ул. д.8	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
765	Лифты	Кравченко ул. д.8	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
766	Лифты	Ленинский просп. д.91 к.4	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
767	Лифты	Профсоюзная ул. д.43 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
768	Лифты	Крымский Вал ул., д.4	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
769	Ремонт фасадов ЦАО и исторической часть города	Пушкарёв пер., д.6	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
770	Ремонт фасадов ЦАО и исторической часть города	Козловский Большой пер., д.12	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
771	Лифты	Шверника ул. д.1 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
772	Лифты	Донская ул., д.28	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
773	Лифты	Люсиновская ул., д.55	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
774	Лифты	Каховка ул. д.13 к.9	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
775	Лифты	Каховка ул. д.13 к.9	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
776	Лифты	Артековская ул., д.2, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
777	Лифты	Сумской пр., д.6, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
778	Лифты	Артековская ул., д.2, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
779	Капитальный ремонт	Кавказский б-р, д.41, к.2	2012-05-17 04:00:00.0	2012-12-31 04:00:00.0
780	Лифты	Матвеевская ул., д.4, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
781	Лифты	Матвеевская ул., д.4, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
782	Лифты	Лобачевского ул., д.98	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
783	Лифты	Веерная ул., д.5, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
784	Лифты	Шипиловская ул., д.44/27	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
785	Лифты	Онежская ул., д.45/19	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
786	Подъемные платформы и работы по ММГН	Довженко ул., д.12, к.2	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
787	Лифты	Дружбы ул., д.2/19	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
788	Ремонт фасадов ЦАО и исторической часть города	Головин Большой пер., д.2	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
789	Лифты	Дмитровский пр., д.16, к.2	2011-12-07 04:00:00.0	2012-12-31 04:00:00.0
790	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.4, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
791	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.26, к.2	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
792	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.26, к.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
793	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.26, к.3	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
794	Лифты	Полбина ул., д.10	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
795	Лифты	Павловский 2-й пер., д.3	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
796	Лифты	Миусская 2-я ул., д.3/5	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
797	Лифты	Приютский пер., д.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
798	Ремонт фасадов ЦАО и исторической часть города	Кисловский Нижний пер., д.3	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
799	Лифты	Федоскинская ул., д.3, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
800	Подъемные платформы и работы по ММГН	Ташкентская ул., д.19, к.2	2012-07-20 04:00:00.0	2012-07-27 04:00:00.0
801	Капитальный ремонт	Мытная ул., д.23, к.1	2012-06-06 04:00:00.0	2012-12-29 04:00:00.0
802	Ремонт фасадов ЦАО и исторической часть города	Новокузнецкий 1-й пер., д.10, стр.1	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
803	Лифты	Тверская ул., д.8, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
804	Лифты	Бахрушина ул., д.2, стр.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
805	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.19	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
806	Лифты	Енисейская ул., д.21	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
807	Лифты	Печорская ул., д.13	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
808	Лифты	Анадырский пр., д.55	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
809	Ремонт фасадов ЦАО и исторической часть города	Никитский б-р, д.12, стр.3	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
810	Лифты	Милютинский пер., д.20/2	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
811	Подъемные платформы и работы по ММГН	Старобитцевская ул. д.15 к.1	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
812	Ремонт фасадов ЦАО и исторической часть города	Звонарский пер., д.5, стр.1	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
813	Лифты	Зубовский пр., д.3	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
814	Лифты	Красный Казанец ул., д.19, к.2	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
815	Ремонт фасадов ЦАО и исторической часть города	Сухаревский Большой пер., д.22	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
816	Лифты	Широкая ул., д.22	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
817	Лифты	Хамовнический Вал ул., д.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
818	Лифты	Хамовнический Вал ул., д.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
819	Лифты	Талалихина ул., д.2/1, к.5	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
820	Лифты	Проходчиков ул., д.16	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
821	Ремонт фасадов ЦАО и исторической часть города	Никитская Большая ул., д.52, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
822	Ремонт фасадов ЦАО и исторической часть города	Бронная Малая ул., д.20, стр.2	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
823	Ремонт фасадов ЦАО и исторической часть города	Волхонка ул., д.5/6, стр.4	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
824	Ремонт фасадов ЦАО и исторической часть города	Знаменка ул., д.8/13, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
825	Лифты	Антонова-Овсеенко ул., д.5, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
826	Лифты	Шмитовский пр., д.19	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
827	Лифты	Нововаганьковский пер., д.22	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
828	Ремонт фасадов ЦАО и исторической часть города	Покровка ул., д.37, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
829	Ремонт фасадов ЦАО и исторической часть города	Земляной Вал ул., д.27, стр.2	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
830	Лифты	Дубнинская ул., д.16, к.5	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
831	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.18, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
832	Ремонт фасадов ЦАО и исторической часть города	Петроверигский пер., д.3, стр.1	2012-06-22 04:00:00.0	2012-12-31 04:00:00.0
833	Лифты	Академика Анохина ул., д.30, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
834	Лифты	Вернадского просп., д.109	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
835	Ремонт фасадов ЦАО и исторической часть города	Леонтьевский пер., д.14	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
836	Ремонт фасадов ЦАО и исторической часть города	Гоголевский б-р, д.8, стр.2	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
837	Ремонт фасадов ЦАО и исторической часть города	Головин Большой пер., д.10	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
838	Ремонт фасадов ЦАО и исторической часть города	Пушкарёв пер., д.16	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
839	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.17	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
