"0_Код объекта";"1_Наименование объекта";"1_Адрес объекта";"0_Координата X";"0_Координата Y";"1_Округ";"1_Район";"1_Вид объекта";"1_Период размещения";"1_Дата начала срока размещения";"1_Дата окончания срока размещения";"1_Номер свидетельства";"1_Дата выдачи свидетельства";"1_Специализация"
"000013589";"Атлантис-Сити";"Звенигородское шоссе 2";"37,559583";"55,763718";"ЦАО";"Пресненский";"Лоток";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Печать"
"000013590";"Овощи и фрукты на Большой Овчинниковский пер.";"Большой Овчинниковский пер.";"37,632539";"55,743348";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Овощи и фрукты"
"000013591";"Бытовые услуги Киевская.вл.20";"Киевская ул.";"37,546868999";"55,738758";"ЗАО";"Дорогомилово";"Киоск";"с 1 января по 31 декабря";"23.12.2011";"23.12.2014";"805-000506";"13.06.2012";"Бытовые услуги"
"000013592";"АРИА АиФ";"Астраханский пер. 24 с. 4";"37,641959";"55,780116";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"28.02.2012";"28.02.2015";"100-000643";"28.02.2012";"Печать"
"000013593";"Мороженое на ул. Большая Ордынка";"ул. Большая Ордынка";"37,62484";"55,739947";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Мороженое"
"000013594";"АРИА АиФ";"ул. Малая Дмитровка 5/9";"37,605608999";"55,767962";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"18.05.2012";"18.05.2015";;;"Печать"
"000013595";"Гастрономия Киевская.вл.20";"Киевская ул.";"37,546011";"55,738474";"ЗАО";"Дорогомилово";"Киоск";"с 1 января по 31 декабря";"23.12.2011";"23.12.2014";;;"Гастрономия"
"000013596";"Квас на ул. Флотская, д.23, СибЭС";"Флотская ул. 23";"37,486731";"55,85313";"САО";"Головинский";"Лоток";"с 1 апреля по 1 ноября";"22.05.2012";"22.05.2015";"200-000864";"22.05.2012";"Квас"
"000013597";"Мороженое на ул. Большая Ордынка";"ул. Большая Ордынка";"37,624951";"55,740700999";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Мороженое"
"000013598";"Радонеж";"Большая Переяславская ул. 15";"37,640178";"55,786708";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"26.04.2012";"26.04.2015";"100-001000";"26.04.2012";"Печать"
"000013599";"Мороженое Киевская.вл.20";"Киевская ул.";"37,545796";"55,738462";"ЗАО";"Дорогомилово";"Киоск";"с 1 января по 31 декабря";"23.12.2011";"23.12.2014";"805-000497";"28.12.2011";"Мороженое"
"000013600";"Овощи и фрукты на ул. Большая Ордынка";"ул. Большая Ордынка";"37,62485";"55,74002";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Овощи и фрукты"
"000013601";"КОРПОРАТИВНОЕ ПАРТНЕРСТВО";"Новослободская ул.";"37,600898";"55,779112";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"19.12.2011";"19.12.2014";"100-001300";"19.12.2011";"Печать"
"000013602";"ДРУЖИНИН А.М.";"Новодевичий пр. 1 с. 2";"37,557500999";"55,72679";"ЦАО";"Хамовники";"Лоток";"с 1 января по 31 декабря";"25.10.2011";"25.10.2014";"100-000141";"25.10.2011";"Сувениры/Народные промыслы"
"000013603";"Овощи и фрукты на ул. Большая Ордынка";"ул. Большая Ордынка";"37,624954";"55,740787";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Овощи и фрукты"
"000013604";"Холдинговая компания ""Сегодня-Пресс""";"ул. Гиляровского 45";"37,632316";"55,784478";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"07.10.2011";"07.10.2014";"100-001366";"07.10.2011";"Печать"
"000013605";"ТК ""КАРДОС""";"2-я Брестская ул. 37 с. 1";"37,58575";"55,773514";"ЦАО";"Пресненский";"Лоток";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000557";"06.03.2012";"Печать"
"000013606";"КОРПОРАТИВНОЕ ПАРТНЕРСТВО";"Новослободская ул.";"37,60091";"55,778980999";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"19.12.2011";"19.12.2014";"100-001195";"19.11.2011";"Печать"
"000013607";"Цветы Кутузовский пр.,вл.36";"Кутузовский пр.";"37,528169";"55,739458";"ЗАО";"Дорогомилово";"Киоск";"с 1 января по 31 декабря";"28.12.2011";"28.12.2014";"805-000483";"28.12.2011";"Цветы"
"000013608";"Радонеж";"ул. Дурова";"37,629084";"55,77845";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"26.04.2012";"26.04.2015";"100-001001";"26.04.2012";"Печать"
"000013609";"Мороженое на Климентовский пер.";"Климентовский пер.";"37,626208999";"55,74098";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Мороженое"
"000013610";"Северное агенство печати";"Новослободская ул.";"37,59676";"55,783797";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"08.11.2011";"08.11.2014";"100-001166";"08.11.2011";"Печать"
"000013611";"Овощи и фрукты на Климентовский пер.";"Климентовский пер.";"37,626166";"55,740944999";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Овощи и фрукты"
"000013612";"Продукты питания Кутузовский пр.,вл.18-22";"Кутузовский пр.";"37,5513";"55,746434";"ЗАО";"Дорогомилово";"Киоск";"с 1 января по 31 декабря";"28.12.2011";"28.12.2014";"805-000484";"27.12.2011";"Продовольственные товары"
"000013613";"Мороженое на Климентовский пер.";"Климентовский пер.";"37,625847";"55,740793";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Мороженое"
"000013614";"ЭКСОДУС";"Комсомольский просп. 25 к. 1";"37,582175";"55,726518";"ЦАО";"Хамовники";"Павильон";"с 1 января по 31 декабря";"25.08.2011";"25.08.2014";"100-001255";"25.08.2011";"Непродовольственные товары"
"000013615";"Московская промышленная газета";"Малая Сухаревская пл. 6 с. 1";"37,629359";"55,772806";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"30.03.2012";"30.03.2015";"100-000998";"30.03.2012";"Печать"
"000013616";"Краснопресненское агентство печати";"ул. Пресненский Вал 6 с. 1";"37,564216";"55,76413";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000559";"11.11.2011";"Печать"
"000013617";"Овощи и фрукты на Климентовский пер.";"Климентовский пер.";"37,625855";"55,740763";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Овощи и фрукты"
"000013618";"Молоко Кутузовский пр.,вл.22";"Кутузовский пр.";"37,54922";"55,745796";"ЗАО";"Дорогомилово";"Киоск";"с 1 января по 31 декабря";"28.12.2011";"28.12.2014";;;"Молоко"
"000013619";"Мороженое на ул. Коровий Вал 1";"ул. Коровий Вал 1";"37,622797";"55,729319";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Мороженое"
"000013620";"Печать Кутузовский пр.,вл.24";"Кутузовский пр.";"37,545214";"55,744268";"ЗАО";"Дорогомилово";"Киоск";"с 1 января по 31 декабря";"28.12.2011";"28.12.2014";"805-000490";"29.12.2011";"Печать"
"000013621";"АРИА АиФ";"Малая Сухаревская пл. 8";"37,626627";"55,773134";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"28.02.2012";"28.02.2015";"100-001368";"28.02.2012";"Печать"
"000013622";"Овощи и фрукты на ул. Коровий Вал 1";"ул. Коровий Вал 1";"37,622860999";"55,72928";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Овощи и фрукты"
"000013623";"Овощи-фрукты Кутузовский пр.,вл.24";"Кутузовский пр.";"37,545876";"55,744626";"ЗАО";"Дорогомилово";"Киоск";"с 1 января по 31 декабря";"28.12.2011";"28.12.2014";;;"Овощи и фрукты"
"000013624";"АРИА АиФ";"Новослободская ул. 46";"37,595491";"55,785909";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"28.05.2012";"28.05.2015";"100-001231";"28.05.2012";"Печать"
"000013625";"АРП Тверская 13";"Малая Сухаревская пл. 8";"37,630235";"55,772458";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"02.11.2011";"02.11.2014";"100-001323";"02.11.2011";"Печать"
"000013626";"Мороженое на Павелецкая пл.";"Павелецкая пл.";"37,635929";"55,730548";"ЦАО";"Замоскворечье";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Мороженое"
"000013627";"Краснопресненское агентство печати";"1-й Красногвардейский пр. 12 с. 1";"37,542502";"55,75281";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-001312";"30.07.2012";"Печать"
