0_OBJECTID;0_UIDNFTN;1_Кадастровый номер;1_Адрес;1_Площадь;0_ZPO;1_Разрешение на использование
356;25228217;77:02:0022015:57;ул Бочкова (г Москва, ул Бочкова, вл 5, корпус 3);2085; ;эксплуатации здания городской поликлиники
357;25232864;77:09:0003011:61;пер Михалковский 3-й (г. Москва, 3-й Михалковский пер., вл. 15А);5476; ;для эксплуатации здания в учебно-воспитательных целях
358;25254879;77:07:0015005:223;ул Скульптора Мухиной (г Москва, ул Скульптора Мухиной, вл 14);5276; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОЛИКЛИНИКИ ПОД ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКИЕ ЦЕЛИ
359;25275715;77:06:0003013:32;ул Новаторов (г Москва, ул Новаторов, вл 34, корпус 1);8369; ;эксплуатации здания школы без изменения функционального назначения
360;25254838;77:07:0013006:190;ул Удальцова (г Москва, ул Удальцова, вл 67);1061; ;ДЛЯ ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ ПОД УЧЕБНО-СПОРТИВНЫЕ ЦЕЛИ
361;25254836;77:07:0013006:184;ул Лобачевского (г Москва, ул Лобачевского, вл 66);17136; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
362;25254462;77:06:0012000:554;ул Поляны (г Москва, ул Поляны, вл 53);7178; ;эксплуатации имущественного комплекса детского сада-школы без права изменения функционального назначения
363;25254460;77:06:0012000:533;проезд Чечерский (г Москва, проезд Чечерский, вл 6);12779; ;эксплуатации имущественного комплекса и плоскостных сооружений школы без права изменения функционального назначения.
364;25298982;77:05:0006004:206;проезд Сумской (г Москва, проезд Сумской, вл 21А);21224; ;эксплуатации зданий и строений школы с прилегающей территорией
365;25260791;77:08:0010012:7;ул НАРОДНОГО ОПОЛЧЕНИЯ (г Москва, ул Народного Ополчения, вл 16, корпус 4);10879; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ГИМНАЗИИ
366;25304455;77:01:0003033:6;Леснорядская улица (г Москва, Леснорядская улица, вл 14/16);3504; ;эксплуатации здания под учебно-воспитательную деятельность без права коммерческого использования
367;25274676;77:04:0004018:28;ул Перерва (г Москва, улица Перерва, дом 17);3700; ;ЭКСПЛУАТАЦИИ СУЩЕСТВУЮЩЕГО ЗДАНИЯ КАНАЛИЗАЦИОННОЙ НАСОСНОЙ СТАНЦИИ
368;25274386;77:04:0002014:29;ул Федора Полетаева (г Москва, ул Федора Полетаева, вл 19, корпус 3);11580; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДОШКОЛЬНОГО УЧРЕЖДЕНИЯ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
369;25276888;77:08:0001008:10;ул Соколово-Мещерская (г Москва, п Куркино, ул Соколово-Мещерская, вл 22);3836; ;ЭКСПЛУАТАЦИИ ПОДСТАНЦИИ СКОРОЙ ПОМОЩИ № 39
370;25275648;77:06:0002018:24;ул Нагорная (г Москва, ул Нагорная, вл 11);5580; ;эксплуатации зданий и сооружений училища без права изменения функционального назначения
371;25271774;77:01:0003055:51;пер Напрудный (г Москва, пер Напрудный, вл 13, стр 1);4233; ;эксплуатации детских яслей-сада
372;25258157;77:10:0006008:1009; (г. Москва, Зеленоград, корпус 2030);8710; ;земельные участки, предназначенные для размещения административных и офисных зданий, объектов образования, науки, здравоохранения и социального обеспечения, физической культуры и спорта, культуры, искусства, религии (1.2.7)
373;25298787;77:04:0003008:107;ул КУХМИСТЕРОВА (г Москва, ул Кухмистерова, вл 4);12859; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ КИНОТЕАТРА
374;25277750;77:09:0002028:79;ул 800-летия Москвы (г Москва, ул 800-летия Москвы, вл 28, корпус 2);9673; ;эксплуатации детских яслей-сада
375;25278075;77:09:0004009:16;пер Авиационный (г Москва, пер Авиационный, вл 6);3158; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ИНСТИТУТА
376;25272185;77:02:0001017:42;ш Алтуфьевское (г Москва, ш Алтуфьевское, вл 87, корпус 2);9909; ;использования территории и эксплуатации здания дошкольного учреждения
377;25272181;77:01:0006018:57;ул Кожевническая (г Москва, ул Кожевническая, вл 19, стр 6);1700; ;эксплуатации зданий историко-культурного назначения
378;25273480;77:03:0002015:68;ул Байкальская (г Москва, ул Байкальская, вл 28А);9347; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
379;25271741;77:01:0004006:29;ул Новослободская (г Москва, ул Новослободская, вл 26, стр 3);268; ;ЭКСПЛУАТАЦИИ здадния под административные цели (В ГАБАРИТАХ ЗДАНИЯ)
380;25271115;77:01:0001063:66;б-р Никитский (г Москва, б-р Никитский, вл 7, стр 1);2889,19; ;эксплуатации зданий историко-культурного назначения
381;25271973;77:01:0006007:64;ул Мытная (г Москва, ул Мытная, вл 24);936; ;эксплуатации пристроенной части здания под медицинские цели
382;25271357;77:01:0002028:18;ул Николоямская (г Москва, Николоямская ул, вл 19, стр 5);243; ;эксплуатации здания под административные цели
383;25226310;77:01:0002025:74;пер Рюмин (г Москва, пер Рюмин, вл 2/10);30,65; ;эксплуатации зданий историко-культурного назначения
384;25226307;77:01:0002025:60;пер 5-й Котельнический (г Москва, пер 5-й Котельнический, вл 4);1300; ;реконструкции и последующей эксплуатации комплекса зданий библиотеки
385;25170909;77:06:0002011:3;ул Винокурова (г Москва, ул Винокурова, вл 3а);3504; ;эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
386;25171208;77:08:0006010:8;ул Свободы (г. Москва, ул. Свободы, вл. 3, корп. 1);6035; ;объекты размещения учреждений начального и среднего общего образования (1.2.17)
387;25171207;77:08:0006009:9;ш Волоколамское (г. Москва, Волоколамское шоссе, вл. 88, корп. 9, стр. 3);4964; ;ЭКСПЛУАТАЦИИ ДЕТСКОГО САДА №448
388;25170884;77:04:0004026:9;б-р Мячковский (г Москва, Мячковский бульвар, вл 25, стр 1);16255; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ
389;25170219;77:01:0004039:4;пер Стрельбищенский (г Москва, пер Стрельбищенский, вл 14, стр 1);7582; ;эксплуатации здания и территории под учебно-воспитательные цели
390;25170868;77:05:0005007:7;ул Бехтерева (г Москва, ул Бехтерева, вл 17А);15842; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА-ШКОЛЫ С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
391;25170861;77:04:0004017:7;ул Люблинская (г Москва, ул Люблинская, вл 149);12514; ;ИСПОЛЬЗОВАНИЯ ЗДАНИЯ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ ДВОРЦА КУЛЬТУРЫ
392;25227042;77:01:0005008:21;ул Усачёва (г Москва, ул Усачёва, вл 66-А);4094; ;эксплуатации здания в учебных целях
393;25230387;77:05:0008003:61;ул Кировоградская (г Москва, ул Кировоградская, вл 42А);10038; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
394;25226754;77:01:0003052:69;ул Средняя Переяславская (г Москва, ул Средняя Переяславская, вл 7/2, стр 1);804; ;эксплуатации здания под учебно-воспитательную деятельность без права коммерческого использования
