0_OBJECTID;0_UID;0_Название_объекта;0_Подпись;Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;Направление;Услуга/скорость;0_MODDATE;0_MODUSER;0_SHAPE_WGS_84;0_SHAPE_WGS_84___Pseudo_Mercator
228;177;Комплекс фото-видеофиксации нарушений ПДД;Боровское ш. д.25, в центр;Боровское ш. д.25, в центр;37.366389;55.646114;;;;;;в центр;Выделенная полоса+скорость;;;POINT (55.64611406503145 37.36638893115873);POINT (4159607.388600003 7488287.126600005)
229;178;Комплекс фото-видеофиксации нарушений ПДД;Мичуринский пр-т, напротив д. 45А, МГТ №162, из центра;Мичуринский пр-т, напротив д. 45А, МГТ №162, из центра;37.4833;55.689206;;;;;;из центра;Выделенная полоса+скорость;;;POINT (55.689206065180215 37.48329993216364);POINT (4172621.861700002 7496792.527500004)
230;179;Комплекс фото-видеофиксации нарушений ПДД;Мичуринский пр-т,напротив д.70, МГТ №283 в центр;Мичуринский пр-т,напротив д.70, МГТ №283 в центр;37.472186;55.682756;;;;;;в центр;Выделенная полоса+скорость;;;POINT (55.68275606542093 37.472185931451065);POINT (4171384.656800002 7495518.845000006)
231;180;Комплекс фото-видеофиксации нарушений ПДД;Косыгина ул., МГТ №191, от Мосфильмовской ул. к Мичуринскому пр-ту;Косыгина ул., МГТ №191, от Мосфильмовской ул. к Мичуринскому пр-ту;37.534788999999996;55.717980999999995;;;;;;от Мосфильмовской ул. к Мичуринскому пр-ту;Выделенная полоса+скорость;;;POINT (55.71798106442902 37.53478893340822);POINT (4178353.5911000036 7502477.292200007)
232;181;Комплекс фото-видеофиксации нарушений ПДД;Косыгина ул., МГТ №194, от Мичуринского пр-та к Мосфильмовской ул.;Косыгина ул., МГТ №194, от Мичуринского пр-та к Мосфильмовской ул.;37.535382999999996;55.720375;;;;;;от Мичуринского пр-та к Мосфильмовской ул.;Выделенная полоса+скорость;;;POINT (55.72037506438563 37.53538293361005);POINT (4178419.714900002 7502950.437500007)
233;182;Комплекс фото-видеофиксации нарушений ПДД;Мичуринский пр-т д.20, из центра;Мичуринский пр-т д.20, из центра;37.504842;55.701533;;;;;;из центра;Выделенная полоса;;;POINT (55.70153306518579 37.504841932427134);POINT (4175019.906200003 7499227.326800004)
234;183;Комплекс фото-видеофиксации нарушений ПДД;Мичуринский пр-т д21, в центр;Мичуринский пр-т д21, в центр;37.503039;55.699788999999996;;;;;;в центр;Выделенная полоса;;;POINT (55.69978906470513 37.50303893190521);POINT (4174819.1971000023 7498882.809400007)
235;184;Комплекс фото-видеофиксации нарушений ПДД;Воробьевское ш. д.4, из центра;Воробьевское ш. д.4, из центра;37.536414;55.727103;;;;;;из центра;Выделенная полоса;;;POINT (55.72710306390693 37.53641393365492);POINT (4178534.4853000045 7504280.3010000065)
236;185;Комплекс фото-видеофиксации нарушений ПДД;Боровское ш., напротив д. 2 стр.2А, МГО №14, в центр;Боровское ш., напротив д. 2 стр.2А, МГО №14, в центр;37.423369;55.660782999999995;;;;;;в центр;Выделенная полоса+скорость;;;POINT (55.66078306611537 37.423368932188204);POINT (4165950.3733000048 7491181.409300007)
237;186;Комплекс фото-видеофиксации нарушений ПДД;Боровское ш., д.2 стр.2А, из центра;Боровское ш., д.2 стр.2А, из центра;37.422667;55.661035999999996;;;;;;из центра;Выделенная полоса+скорость;;;POINT (55.66103606588559 37.422666932031305);POINT (4165872.227000002 7491231.337200008)
238;187;Комплекс фото-видеофиксации нарушений ПДД;ул. М. Расковой д.34, в центр;ул. М. Расковой д.34, в центр;37.57745;55.791202999999996;;;;;;в центр;проезд грузового тр.;;;POINT (55.79120306172138 37.57744993613253);POINT (4183102.5922000036 7516961.881100006)
239;188;Комплекс фото-видеофиксации нарушений ПДД;ул. Правды д.26, в центр;ул. Правды д.26, в центр;37.583763999999995;55.791072;;;;;;в центр;проезд грузового тр.;;;POINT (55.79107206164623 37.58376393644812);POINT (4183805.4635000043 7516935.942700006)
240;189;Комплекс фото-видеофиксации нарушений ПДД;ул. Новосущёвская д.19А, в центр;ул. Новосущёвская д.19А, в центр;37.604208;55.791481;;;;;;в центр;проезд грузового тр.;;;POINT (55.79148106168965 37.60420793582131);POINT (4186081.2791000046 7517016.926200002)
241;262;Комплекс фото-видеофиксации нарушений ПДД;Малая Тульская ул., напротив д.25 стр. 38, в центр;Малая Тульская ул., напротив д.25 стр. 38, в центр;37.617744;55.706891999999996;;;;;;в центр;проезд грузового тр.;;;POINT (55.70689206642496 37.617743930185476);POINT (4187588.099100005 7500286.063300006)
242;263;Комплекс фото-видеофиксации нарушений ПДД;Новодевичья наб. на пересечении с Новодевичьим пр-ом, в центр;Новодевичья наб. на пересечении с Новодевичьим пр-ом, в центр;37.556311;55.73005;;;;;;в центр;проезд грузового тр.;;;POINT (55.73005006387075 37.55631093358024);POINT (4180749.4092000052 7504862.880300008)
243;264;Комплекс фото-видеофиксации нарушений ПДД;ул.Фридриха Энгельса д.25, в центр;ул.Фридриха Энгельса д.25, в центр;37.684191999999996;55.773396999999996;;;;;;в центр;проезд грузового тр.;;;POINT (55.77339706437109 37.68419193266273);POINT (4194985.056900002 7513437.040900007)
244;265;Комплекс фото-видеофиксации нарушений ПДД;ул. Радио д.23/9, в центр;ул. Радио д.23/9, в центр;37.684233;55.762642;;;;;;в центр;проезд грузового тр.;;;POINT (55.7626420646696 37.68423293177232);POINT (4194989.620900005 7511308.782300003)
245;266;Комплекс фото-видеофиксации нарушений ПДД;Дмитровское ш. напротив д.25, корп. 1, из центра;Дмитровское ш. напротив д.25, корп. 1, из центра;37.572997;55.824647;;;;;;из центра;Выделенная полоса;;;POINT (55.824647059454016 37.57299693876011);POINT (4182606.8868000023 7523586.747000009)
246;267;Комплекс фото-видеофиксации нарушений ПДД;Дмитровское ш.,  мост через Октябрьскую ж/д, МГТ №135, в центр;Дмитровское ш.,  мост через Октябрьскую ж/д, МГТ №135, в центр;37.571711;55.836822;;;;;;в центр;Выделенная полоса;;;POINT (55.83682205922138 37.57171093934547);POINT (4182463.730000004 7525999.886500008)
247;268;Комплекс фото-видеофиксации нарушений ПДД;Балаклавский пр-т, д.3, к Варшавскому ш.;Балаклавский пр-т, д.3, к Варшавскому ш.;37.611658;55.640786;;;;;;к Варшавскому ш.;Выделенная полоса;;;POINT (55.64078607041316 37.611657926780566);POINT (4186910.608300004 7487236.149400003)
248;269;Комплекс фото-видеофиксации нарушений ПДД;Балаклавский пр-т, напротив д. 2, корп. 2, к Варшавскому ш.;Балаклавский пр-т, напротив д. 2, корп. 2, к Варшавскому ш.;37.618193999999995;55.640392;;;;;;к Варшавскому ш.;Выделенная полоса;;;POINT (55.640392069709414 37.61819392685399);POINT (4187638.1925000027 7487158.436200008)
249;270;Комплекс фото-видеофиксации нарушений ПДД;Ленинградское ш., д.5А, в центр;Ленинградское ш., д.5А, в центр;37.502133;55.813586;;;;;;в центр;Выделенная полоса;;;POINT (55.813586058985436 37.502132937822076);POINT (4174718.3423000053 7521395.061800003)
