№ строки	Наименование перевозчика	Дата	Станция	Тип билета	Количество билетов
249	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ИВАНТЕЕВКА	Разовый	421.0
250	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ИВАНТЕЕВКА 2	Абонемент	97.0
251	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СЕМХОЗ	Абонемент	2.0
252	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СОКОЛОВСКАЯ	Абонемент	5.0
253	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АРСАКИ	Разовый	46.0
254	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БУЖАНИНОВО	Разовый	76.0
255	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОКРУЖНАЯ	Разовый	382.0
256	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СТРУНИНО	Разовый	253.0
257	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ГАГАРИНСКАЯ	Разовый	269.0
258	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ГАГАРИНСКАЯ	Абонемент	12.0
259	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АЛЕКСАНДРОВ 1	Абонемент	18.0
260	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛУГОВАЯ	Разовый	237.0
261	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТРУДОВАЯ	Абонемент	4.0
262	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ДОЛГОПРУДНАЯ	Абонемент	85.0
263	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МОСКВА КИЕВ	Разовый	3368.0
264	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	НОВОИЕРУСАЛИМСКАЯ	Разовый	390.0
265	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ДМИТРОВ	Абонемент	55.0
266	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ХЛЕБНИКОВО	Разовый	139.0
267	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПОКРОВСКО СТРЕШ	Абонемент	7.0
268	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛЕСНОЙ ГОРОДОК	Разовый	337.0
269	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	НАХАБИНО	Разовый	1003.0
270	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛИАНОЗОВО	Абонемент	14.0
271	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛИАНОЗОВО	Разовый	763.0
272	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АПРЕЛЕВКА	Абонемент	21.0
273	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КУРСАКОВСКАЯ	Абонемент	3.0
274	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БЕКАСОВО 1	Разовый	56.0
275	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	РУМЯНЦЕВО	Разовый	98.0
276	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ФРУКТОВАЯ	Абонемент	2.0
277	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛЬГОВ- КИЕВСКИЙ	Разовый	81.0
278	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ИЗНОСКИ	Разовый	22.0
279	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	РЫШКОВО	Разовый	15.0
280	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КОНЫШЕВКА	Разовый	27.0
281	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КУРСК	Разовый	271.0
282	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БРЯНСК- ОРЛОВСКИЙ	Разовый	492.0
283	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОРЕЛ	Разовый	273.0
284	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	НОВОМОСКОВСКАЯ-1	Разовый	39.0
285	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БОБРИК ДОНСКОЙ	Разовый	17.0
286	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АЛЕКСИН	Разовый	1.0
287	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТУЛА-3 ВЯЗЕМСКАЯ	Разовый	53.0
288	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ГОРБАЧЕВО	Разовый	11.0
289	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КРИВОЛУЧЬЕ	Разовый	53.0
290	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КИМОВСК	Разовый	2.0
291	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЕНЕВ	Разовый	21.0
292	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	САФОНОВО	Разовый	64.0
293	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЯЗЬМА	Разовый	204.0
294	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЕРДЕНЕВО	Разовый	47.0
295	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	РЯЗАНЬ-2	Разовый	164.0
296	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СТАРОЖИЛОВО	Разовый	20.0
297	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СТАРАЯ ТОРОПА	Разовый	33.0
298	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЫСОКОЕ	Разовый	6.0
299	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТОРОПЕЦ	Разовый	14.0
300	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЫШНИЙ ВОЛОЧЕК	Разовый	119.0
301	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛИХОСЛАВЛЬ	Абонемент	1.0
302	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АЛАБУШЕВО	Разовый	66.0
303	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КОНОБЕЕВО	Разовый	273.0
304	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ИЛЬИНСКАЯ	Абонемент	135.0
305	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МОСКВОРЕЦКАЯ	Разовый	228.0
306	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОТДЫХ	Абонемент	108.0
307	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КРИВАНДИНО	Разовый	26.0
308	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПЛ 63 КМ	Разовый	44.0
309	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПЛ 47 КМ	Абонемент	6.0
310	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ФИЛИ	Разовый	1942.0
311	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОТРАДНОЕ	Абонемент	34.0
312	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТРЕХГОРКА	Разовый	415.0
313	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЕЛЬЯМИНОВО	Разовый	101.0
314	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОДИНЦОВО	Разовый	2945.0
315	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АЭРОПОРТ ДОМОД	Разовый	223.0
316	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БАКОВКА	Разовый	566.0
317	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЗДРАВНИЦА	Абонемент	3.0
318	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	УЗУНОВО	Разовый	95.0
319	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БЕЛОПЕСОЦКАЯ	Абонемент	1.0
320	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АВИАЦИОННАЯ	Абонемент	4.0
321	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЖАВОРОНКИ	Разовый	891.0
322	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СТУПИНО	Абонемент	11.0
323	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТУЧКОВО	Абонемент	38.0
324	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЕЛЬЯМИНОВО	Абонемент	1.0
325	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	НОВОГИРЕЕВО	Абонемент	71.0
326	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ГРИВНО	Разовый	658.0
327	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЭЛЕКТРОСТАЛЬ	Разовый	168.0
328	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	НИКОЛЬСКОЕ	Разовый	344.0
329	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛОСИНООСТРОВСК	Разовый	2548.0
330	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КИРЖАЧ	Разовый	28.0
331	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ФРЯЗИНО ТОВ	Абонемент	12.0
332	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПЕРЛОВСКАЯ	Разовый	1615.0
333	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ДЕТСКАЯ	Разовый	258.0
334	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЯУЗА	Разовый	453.0
335	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КАЛИСТОВО	Разовый	93.0
336	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОСЕЕВСКАЯ	Разовый	58.0
337	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОП 43 КМ	Разовый	93.0
338	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОП 43 КМ	Абонемент	1.0
339	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КРАСНОАРМЕЙСК	Разовый	40.0
340	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ХОТЬКОВО	Абонемент	34.0
341	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛОБНЯ	Абонемент	60.0
342	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МОСКВА КИЕВ	Абонемент	187.0
343	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МАТВЕЕВСКАЯ	Абонемент	28.0
344	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ДМИТРОВСКАЯ	Разовый	1454.0
345	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КРЕКШИНО	Разовый	82.0
346	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	НОВОИЕРУСАЛИМСКАЯ	Абонемент	3.0
347	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	САВЕЛОВСКАЯ	Разовый	12.0
348	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВОЛОКОЛАМСК	Разовый	151.0
349	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КРАСНЫЙ БАЛТИЕЦ	Разовый	538.0
350	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ШАХОВСКАЯ	Разовый	50.0
351	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АПРЕЛЕВКА	Разовый	551.0
352	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АНИКЕЕВКА	Абонемент	1.0
353	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КУРСАКОВСКАЯ	Разовый	82.0
354	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	РАССУДОВО	Разовый	151.0
355	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ХОЛЩЕВИКИ	Разовый	165.0
356	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МАНИХИНО 1	Разовый	213.0
357	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ФРУКТОВАЯ	Разовый	23.0
358	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КУТУЗОВСКАЯ	Абонемент	9.0
359	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЕСЕННЯЯ	Абонемент	10.0
360	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛУХОВИЦЫ	Разовый	102.0
361	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ГОВАРДОВО	Разовый	15.0
362	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВОРОТЫНСК	Разовый	42.0
363	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КАЛУГА 1	Разовый	389.0
364	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ХОТЫНЕЦ	Разовый	34.0
365	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СУХОДРЕВ	Разовый	114.0
366	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ШАНЯ	Абонемент	1.0
367	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОБНИНСКОЕ	Разовый	652.0
368	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МАЛОЯРОСЛАВЕЦ	Разовый	342.0
369	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЗБРОДОВО	Разовый	3.0
370	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВОЛОВО	Разовый	22.0
371	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	РЯЗАНЬ	Разовый	247.0
372	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЯЗЬМА	Абонемент	1.0
373	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БАЛАБАНОВО	Разовый	307.0
374	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ШАЙКОВКА	Разовый	3.0
375	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	РЯЖСК-1	Разовый	72.0
376	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТВЕРЬ	Разовый	2154.0
377	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	П-РАЗУМОВСКАЯ	Разовый	1192.0
378	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПЕНО	Разовый	9.0
379	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КУЖЕНКИНО	Разовый	9.0
380	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КЛИН	Разовый	1387.0
381	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КРАСНЫЙ ХОЛМ	Разовый	2.0
382	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПОВАРОВО 1	Разовый	137.0
383	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ДОРОШИХА	Абонемент	1.0
384	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПОДРЕЗКОВО	Разовый	153.0
385	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	САВЕЛОВО	Разовый	145.0
386	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЗАВИДОВО	Абонемент	1.0
387	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТОМИЛИНО	Разовый	1110.0
388	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛЮБЕРЦЫ 1	Разовый	2867.0
389	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ФАБРИЧНАЯ	Абонемент	116.0
390	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КОНОБЕЕВО	Абонемент	7.0
391	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	НОВАЯ	Абонемент	136.0
392	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ФАУСТОВО	Абонемент	3.0
393	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БЕЛООЗЕРСКАЯ	Разовый	531.0
394	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КРАТОВО	Разовый	369.0
395	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МОСКВА КАЗ	Абонемент	277.0
396	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЕШНЯКИ	Абонемент	36.0
397	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЕГОРЬЕВСК 2	Разовый	36.0
398	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КУНЦЕВО 1	Абонемент	59.0
399	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ГОЛИЦИНО	Разовый	1631.0
400	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ДОМОДЕДОВО	Абонемент	108.0
401	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МОЖАЙСК	Разовый	358.0
402	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СИТЕНКА	Разовый	17.0
403	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПЕРХУШКОВО	Разовый	436.0
404	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПРИВАЛОВО	Разовый	19.0
405	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	РАСТОРГУЕВО	Разовый	738.0
406	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КАШИРА	Абонемент	10.0
407	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ГОЛИЦИНО	Абонемент	149.0
408	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ДОРОХОВО	Абонемент	6.0
409	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ДОРОХОВО	Разовый	236.0
410	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПИОНЕРСКАЯ	Абонемент	20.0
411	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БЕЛЫЕ СТОЛБЫ	Разовый	311.0
412	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОП 52 КМ	Разовый	49.0
413	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	РЕУТОВО	Абонемент	94.0
414	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТЕКСТИЛЬЩИКИ	Разовый	2077.0
415	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	РЖЕВСКАЯ	Разовый	296.0
416	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПЕРЕРВА	Разовый	404.0
417	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СЕРПУХОВ	Абонемент	9.0
418	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПОКРОВ	Разовый	95.0
419	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ФРЯЗЕВО	Абонемент	82.0
420	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЩЕРБИНКА	Разовый	623.0
421	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ХРАПУНОВО	Разовый	178.0
422	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЭЛЕКТРОСТАЛЬ	Абонемент	3.0
423	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЭЛЕКТРОУГЛИ	Разовый	539.0
424	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КУПАВНА	Абонемент	11.0
425	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МОСКВОРЕЧЬЕ	Разовый	438.0
426	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МЫТИЩИ	Разовый	2920.0
427	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МОНИНО	Разовый	1032.0
428	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ФРЯЗИНО ТОВ	Разовый	273.0
429	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЛОСЬ	Разовый	1674.0
430	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПЕРЛОВСКАЯ	Абонемент	144.0
431	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВОРОНОК	Абонемент	150.0
432	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СЕРГИЕВ ПОСАД	Абонемент	53.0
433	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЗАГОРЯНСКАЯ	Абонемент	10.0
434	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПОДЛИПКИ ДАЧН	Абонемент	167.0
435	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЯУЗА	Абонемент	7.0
436	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АШУКИНСКАЯ	Разовый	248.0
437	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СТРОИТЕЛЬ	Абонемент	22.0
438	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЗЕЛЕНЫЙ БОР	Разовый	119.0
439	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЗАВЕТЫ ИЛЬИЧА	Разовый	441.0
440	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЗАВЕТЫ ИЛЬИЧА	Абонемент	11.0
441	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МАЛЕНКОВСКАЯ	Абонемент	3.0
442	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МАЛЕНКОВСКАЯ	Разовый	569.0
443	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ДЕПО	Разовый	185.0
444	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БАХЧИВАНДЖИ	Разовый	481.0
445	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МОСКВА САВ	Разовый	5554.0
446	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ДОЛГОПРУДНАЯ	Разовый	845.0
447	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	НОВОДАЧНАЯ	Абонемент	5.0
448	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МАТВЕЕВСКАЯ	Разовый	569.0
449	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПАВШИНО	Абонемент	107.0
450	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВНУКОВО	Разовый	204.0
451	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТУРИСТ	Разовый	320.0
452	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СКОЛКОВО	Разовый	289.0
453	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПОКРОВСКО СТРЕШ	Разовый	336.0
454	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СОЛНЕЧНАЯ	Абонемент	21.0
455	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОПАЛИХА	Разовый	495.0
456	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	НАХАБИНО	Абонемент	53.0
457	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СНЕГИРИ	Разовый	429.0
458	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СНЕГИРИ	Абонемент	12.0
459	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	АЛАБИНО	Разовый	106.0
460	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БОЛЬШ ВОЛГА	Абонемент	2.0
461	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БОЛЬШ ВОЛГА	Разовый	133.0
462	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЗОСИМОВА ПУСТ	Разовый	69.0
463	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МИЧУРИНЕЦ	Разовый	50.0
464	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БАШКИНО	Разовый	16.0
465	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТОЛСТОПАЛЬЦЕВО	Абонемент	1.0
466	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ХОРОШЕВО	Разовый	64.0
467	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	УВАРОВКА	Разовый	32.0
468	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЕСЕННЯЯ	Разовый	428.0
469	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ИЗДЕШКОВО	Разовый	18.0
470	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СУДЖА	Разовый	13.0
471	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВЕРХОВЬЕ	Разовый	32.0
472	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ТАРУССКАЯ	Разовый	93.0
473	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КАЛУГА 1	Абонемент	1.0
474	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	БРЯНСК- ОРЛОВСКИЙ	Абонемент	7.0
475	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОБНИНСКОЕ	Абонемент	12.0
476	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	МАЛОЯРОСЛАВЕЦ	Абонемент	4.0
477	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПЛАВСК	Разовый	19.0
478	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ВОРСИНО	Разовый	37.0
479	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СЕРЕБР ПРУДЫ	Разовый	5.0
480	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ХИМКИ	Разовый	802.0
481	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	КРЮКОВО	Разовый	1385.0
482	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПОДСОЛНЕЧНАЯ	Разовый	1443.0
483	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ПОДСОЛНЕЧНАЯ	Абонемент	37.0
484	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	СТАРИЦА	Разовый	10.0
485	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ФИРСАНОВКА	Разовый	155.0
486	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ЗЕМЦЫ	Разовый	89.0
487	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	РИЖСКАЯ	Абонемент	3.0
488	ОАО "ЦППК"	2013-01-15T00:00:00.000+03:00	ОСТАНКИНО	Разовый	193.0
