№ строки	Идентификатор	Кадастровый номер	Адрес	Площадь (кв.м)	Тип собственника	Аренда	Разрешение на использование
2268	25181745	77:01:0002004:73	ул Большая Полянка    (г Москва, ул Большая Полянка, вл 53, стр 1, 2)	1500.09	Субъект РФ - город Москва	Нет	эксплуатации зданий историко-культурного назначения
2269	25181732	77:01:0002014:13	ул Садовническая    (г Москва, ул Садовническая, вл 48, стр 3)	360.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ ДЛЯ ПОЛУЧЕНИЯ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ
2270	25181435	77:01:0001050:55	пер Сеченовский    (г Москва, пер Сеченовский, вл 5, стр 2)	520.0	Субъект РФ - город Москва	Нет	эксплуатации административного здания и благоустройства территории
2271	25182018	77:01:0003029:32	ул Госпитальный Вал    (г Москва, ул Госпитальный Вал, вл 3, корпус 4а)	3805.0	Субъект РФ - город Москва	Нет	эксплуатации здания под учебно-воспитательную деятельность без права коммерческого использования
2272	25181700	77:01:0002003:12	ул Житная    (г Москва, ул Житная, вл 6)	4538.0	Субъект РФ - город Москва	Нет	эксплуатации здания под учебно-воспитательные цели и благоустройства территории
2273	25181704	77:01:0002012:46	ул Большая Татарская    (г Москва, ул Большая Татарская, вл 34/2, стр 2)	400.0	Субъект РФ - город Москва	Нет	эксплуатации административного здания и благоустройства прилегающей территории
2274	25254618	77:07:0005003:105	ул Пивченкова    (г Москва, ул Пивченкова, вл 9)	3505.0	Субъект РФ - город Москва	Нет	ДЛЯ ЭКСПЛУАТАЦИИ ЗДАНИЙ ПОД ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКИЕ ЦЕЛИ
2275	25274880	77:05:0001011:51	проезд Рощинский 4-й    (г Москва, проезд  Рощинский 4-й, вл 30, стр 3)	41700.0	Субъект РФ - город Москва	Да	ЭКСПЛУАТАЦИИ ЗДАНИЙ ИСТОРИКО-КУЛЬТУРНОГО НАЗНАЧЕНИЯ
2276	25274576	77:04:0002002:27	ул Зарайская    (г Москва, ул Зарайская, вл 22, стр 1)	7166.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ ДЕТСКОГО САДА
2277	25274261	77:04:0001007:35	ул Волочаевская    (г Москва, ул Волочаевская, вл 36 А)	7203.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ НАЧАЛЬНОЙ ШКОЛЫ-ДЕТСКОГО САДА
2278	25274260	77:04:0001007:29	ул Самокатная    (г. Москва, ул. Самокатная, вл. 3/8, стр. 23)	2701.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ДЕТСКИХ ЯСЛЕЙ-САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
2279	25277068	77:08:0003003:40	ул Вилиса Лациса    (г Москва, ул Вилиса Лациса, вл 7, корпус 2)	9568.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ДЕТСКОГО САДА №1713
2280	25321911	77:07:0013005:22	ул Раменки    (г Москва, ул Раменки, вл 5, корпус 2)	3379.0	Субъект РФ - город Москва	Нет	эксплуатации здания врачебно-физкультурного диспансера № 6
2281	25320980	77:06:0004004:77	ул Новочеремушкинская    (г Москва, ул Новочеремушкинская, вл 52, корпус 1)	5993.0	Субъект РФ - город Москва	Нет	эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
2282	25321949	77:07:0013006:24	пр-кт Вернадского    (г Москва, пр-кт Вернадского, вл 60)	5513.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД СЛУЖЕБНЫЕ ЦЕЛИ
2283	25321942	77:07:0015008:59	ул Приречная    (г Москва, ул Приречная, вл 7, корп 1)	9152.0	Субъект РФ - город Москва	Нет	ДАЛЬНЕЙШЕЙ ЭКСПЛУАТАЦИИ ЗДАНИЯ ЯСЛЕЙ-САДА ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
2284	25317034	77:01:0005004:63	пер 1-й Тружеников    (г Москва,  1-й Тружеников переулок, вл 18)	5246.0	Субъект РФ - город Москва	Нет	эксплуатации здания школы
2285	25315845	77:01:0001006:29	пер Георгиевский    (г Москва, пер Георгиевский, вл 4-6, стр 2)	800.0	Субъект РФ - город Москва	Нет	земельные участки, предназначенные для эксплуатации административного здания (1.2.17)
2286	25316722	77:01:0004003:81	пер Оружейный    (г Москва, пер Оружейный, вл 43, стр 1)	706.0	Субъект РФ - город Москва	Нет	эксплуатации здания под административные цели
2287	25315811	77:01:0001024:35	пер Подсосенский    (г Москва, пер Подсосенский, вл 26, стр 1)	1527.67	Субъект РФ - город Москва	Нет	эксплуатации зданий историко-культурного назначения
2288	25315829	77:01:0001046:40	ул Новый Арбат    (г Москва, ул Новый Арбат, вл 3-5, стр 5)	129.8	Субъект РФ - город Москва	Нет	эксплуатации здания под административные цели
2289	25316414	77:01:0003035:21	ул Верхняя Красносельская    (г Москва, ул Верхняя Красносельская, вл 21, стр 1,2)	5473.0	Субъект РФ - город Москва	Нет	эксплуатации зданий под поликлинику и благоустройства территории
2290	25275442	77:05:0011003:67	ул Домодедовская    (г Москва, ул Домодедовская, вл 24, корпус 6)	9270.0	Субъект РФ - город Москва	Нет	ЭКСПЛУАТАЦИИ ЗДАНИЯ  ДЕТСКОГО САДА С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
2291	25257100	77:02:0018011:1007	пр-кт Мира    (г. Москва, пр. Мира, вл. 119, стр. 523)	1320.08	Субъект РФ - город Москва	Нет	земельные участки, предназначенные для размещения объектов общественного питания (1.2.5)
2292	25305758	77:09:0004007:1	ул 8 Марта    (г Москва, ул 8 Марта, вл 17)	6275.0	Субъект РФ - город Москва	Нет	дальнейшей эксплуатации  здания под учебные цели
2293	25305029	77:06:0002007:4	пр-кт 60-летия Октября    (г Москва, пр-кт 60-летия Октября, вл 16, корпус 5)	3741.0	Субъект РФ - город Москва	Нет	эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
2294	25317470	77:02:0004004:44	ул Грекова    (г Москва, ул Грекова, вл 3, корпус 1)	11940.0	Субъект РФ - город Москва	Нет	использования территории и эксплуатации здания педколледжа
2295	25360421	77:01:0001020:27	ул Яузская    (г Москва, ул Яузская, вл 1/15, стр 1, 2)	457.92	Субъект РФ - город Москва	Нет	эксплуатации зданий историко-культурного назначения; ООО "Яуза" для эксплуатации части здания историко-культурного назначения (стр. 2) под административные цели
2296	25360671	77:01:0001069:60	туп Хлыновский    (г Москва, туп Хлыновский, вл 3, стр 5)	3200.0	Субъект РФ - город Москва	Нет	эксплуатации здания в учебно-воспитательных целях и благоустройства территории.
2297	25360600	77:01:0001088:67	пер Луков    (г Москва, пер Луков, вл 9, стр 1)	400.0	Субъект РФ - город Москва	Нет	эксплуатации зданий историко-культурного назначения
